File, LineNum, UTC_Year, UTC_Month, UTC_Day, UTC_Hour, Year, Month, Day, Hour, Load(MW)
'PEI_Load_2021_01.csv', '1092', '2021', '1', '3', '13', '2021', '1', '3', '9', '214.57088794837213'
'PEI_Load_2021_01.csv', '1097', '2021', '1', '3', '14', '2021', '1', '3', '10', '220.4854808378791'
'PEI_Load_2021_01.csv', '1103', '2021', '1', '3', '15', '2021', '1', '3', '11', '217.57553557346372'
'PEI_Load_2021_01.csv', '1106', '2021', '1', '3', '16', '2021', '1', '3', '12', '216.28413974606048'
'PEI_Load_2021_01.csv', '1108', '2021', '1', '3', '17', '2021', '1', '3', '13', '219.15103848289573'
'PEI_Load_2021_01.csv', '1110', '2021', '1', '3', '18', '2021', '1', '3', '14', '231.52940732956304'
'PEI_Load_2021_01.csv', '1122', '2021', '1', '3', '19', '2021', '1', '3', '15', '245.98624377633536'
'PEI_Load_2021_01.csv', '1149', '2021', '1', '3', '20', '2021', '1', '3', '16', '238.88356672561744'
'PEI_Load_2021_01.csv', '1154', '2021', '1', '3', '21', '2021', '1', '3', '17', '233.20142508504313'
'PEI_Load_2021_01.csv', '1163', '2021', '1', '3', '22', '2021', '1', '3', '18', '224.54907304144132'
'PEI_Load_2021_01.csv', '1174', '2021', '1', '3', '23', '2021', '1', '3', '19', '213.18478976029266'
'PEI_Load_2021_01.csv', '1188', '2021', '1', '4', '0', '2021', '1', '3', '20', '198.07545857967455'
'PEI_Load_2021_01.csv', '1204', '2021', '1', '4', '1', '2021', '1', '3', '21', '180.89989407521125'
'PEI_Load_2021_01.csv', '1211', '2021', '1', '4', '2', '2021', '1', '3', '22', '173.1515191107917'
'PEI_Load_2021_01.csv', '1214', '2021', '1', '4', '3', '2021', '1', '3', '23', '169.6647503768029'
'PEI_Load_2021_01.csv', '1215', '2021', '1', '4', '4', '2021', '1', '4', '0', '168.50249413214'
'PEI_Load_2021_01.csv', '1217', '2021', '1', '4', '5', '2021', '1', '4', '1', '167.72765663569803'
'PEI_Load_2021_01.csv', '1219', '2021', '1', '4', '6', '2021', '1', '4', '2', '169.57865732164268'
'PEI_Load_2021_01.csv', '1223', '2021', '1', '4', '7', '2021', '1', '4', '3', '175.26617977816454'
'PEI_Load_2021_01.csv', '1231', '2021', '1', '4', '8', '2021', '1', '4', '4', '189.95325850732254'
'PEI_Load_2021_01.csv', '1251', '2021', '1', '4', '9', '2021', '1', '4', '5', '212.92651059481196'
'PEI_Load_2021_01.csv', '1273', '2021', '1', '4', '10', '2021', '1', '4', '6', '226.95967858592738'
'PEI_Load_2021_01.csv', '1276', '2021', '1', '4', '11', '2021', '1', '4', '7', '230.34600542222927'
'PEI_Load_2021_01.csv', '1291', '2021', '1', '4', '12', '2021', '1', '4', '8', '217.70467515620405'
'PEI_Load_2021_01.csv', '1294', '2021', '1', '4', '13', '2021', '1', '4', '9', '220.4166063937509'
'PEI_Load_2021_01.csv', '1295', '2021', '1', '4', '14', '2021', '1', '4', '10', '229.76631218415054'
'PEI_Load_2021_01.csv', '1320', '2021', '1', '4', '15', '2021', '1', '4', '11', '219.12521056634765'
'PEI_Load_2021_01.csv', '1324', '2021', '1', '4', '16', '2021', '1', '4', '12', '218.60865223538633'
'PEI_Load_2021_01.csv', '1326', '2021', '1', '4', '17', '2021', '1', '4', '13', '222.26760707969558'
'PEI_Load_2021_01.csv', '1332', '2021', '1', '4', '18', '2021', '1', '4', '14', '233.0636761967868'
'PEI_Load_2021_01.csv', '1349', '2021', '1', '4', '19', '2021', '1', '4', '15', '246.00059261886204'
'PEI_Load_2021_01.csv', '1365', '2021', '1', '4', '20', '2021', '1', '4', '16', '239.0127063083578'
'PEI_Load_2021_01.csv', '1372', '2021', '1', '4', '21', '2021', '1', '4', '17', '231.0060521784576'
'PEI_Load_2021_01.csv', '1382', '2021', '1', '4', '22', '2021', '1', '4', '18', '220.15832722827025'
'PEI_Load_2021_01.csv', '1392', '2021', '1', '4', '23', '2021', '1', '4', '19', '209.31060227808288'
'PEI_Load_2021_01.csv', '1409', '2021', '1', '5', '0', '2021', '1', '4', '20', '191.7476190253986'
'PEI_Load_2021_01.csv', '1421', '2021', '1', '5', '1', '2021', '1', '4', '21', '179.35021908232733'
'PEI_Load_2021_01.csv', '1428', '2021', '1', '5', '2', '2021', '1', '4', '22', '172.6349607798304'
'PEI_Load_2021_01.csv', '1434', '2021', '1', '5', '3', '2021', '1', '4', '23', '166.69453997377542'
'PEI_Load_2021_01.csv', '1438', '2021', '1', '5', '4', '2021', '1', '5', '0', '163.59518998800763'
'PEI_Load_2021_01.csv', '1440', '2021', '1', '5', '5', '2021', '1', '5', '1', '162.34684068818444'
'PEI_Load_2021_01.csv', '1443', '2021', '1', '5', '6', '2021', '1', '5', '2', '165.5322837291125'
'PEI_Load_2021_01.csv', '1447', '2021', '1', '5', '7', '2021', '1', '5', '3', '170.40730297755977'
'PEI_Load_2021_01.csv', '1451', '2021', '1', '5', '8', '2021', '1', '5', '4', '183.41811593864765'
'PEI_Load_2021_01.csv', '1466', '2021', '1', '5', '9', '2021', '1', '5', '5', '200.1847384310999'
'PEI_Load_2021_01.csv', '1476', '2021', '1', '5', '10', '2021', '1', '5', '6', '211.54902171224853'
'PEI_Load_2021_01.csv', '1486', '2021', '1', '5', '11', '2021', '1', '5', '7', '219.12521056634762'
'PEI_Load_2021_01.csv', '1495', '2021', '1', '5', '12', '2021', '1', '5', '8', '219.25435014908797'
'PEI_Load_2021_01.csv', '1501', '2021', '1', '5', '13', '2021', '1', '5', '9', '214.73446475317655'
'PEI_Load_2021_01.csv', '1499', '2021', '1', '5', '14', '2021', '1', '5', '10', '216.51782089578106'
'PEI_Load_2021_01.csv', '1509', '2021', '1', '5', '15', '2021', '1', '5', '11', '215.10343498957747'
'PEI_Load_2021_01.csv', '1516', '2021', '1', '5', '16', '2021', '1', '5', '12', '215.12188350139755'
'PEI_Load_2021_01.csv', '1518', '2021', '1', '5', '17', '2021', '1', '5', '13', '220.19522425191033'
'PEI_Load_2021_01.csv', '1525', '2021', '1', '5', '18', '2021', '1', '5', '14', '234.3682125431355'
'PEI_Load_2021_01.csv', '1535', '2021', '1', '5', '19', '2021', '1', '5', '15', '247.83724446228004'
'PEI_Load_2021_01.csv', '1558', '2021', '1', '5', '20', '2021', '1', '5', '16', '237.9795896464352'
'PEI_Load_2021_01.csv', '1561', '2021', '1', '5', '21', '2021', '1', '5', '17', '234.88023966066737'
'PEI_Load_2021_01.csv', '1570', '2021', '1', '5', '22', '2021', '1', '5', '18', '226.35702719980586'
'PEI_Load_2021_01.csv', '1585', '2021', '1', '5', '23', '2021', '1', '5', '19', '211.11855643644745'
'PEI_Load_2021_01.csv', '1600', '2021', '1', '6', '0', '2021', '1', '5', '20', '195.36352734212772'
'PEI_Load_2021_01.csv', '1610', '2021', '1', '6', '1', '2021', '1', '5', '21', '184.51580239194035'
'PEI_Load_2021_01.csv', '1620', '2021', '1', '6', '2', '2021', '1', '5', '22', '174.31377535545462'
'PEI_Load_2021_01.csv', '1625', '2021', '1', '6', '3', '2021', '1', '5', '23', '169.01905246310127'
'PEI_Load_2021_01.csv', '1630', '2021', '1', '6', '4', '2021', '1', '6', '0', '164.37002748444957'
'PEI_Load_2021_01.csv', '1635', '2021', '1', '6', '5', '2021', '1', '6', '1', '163.59518998800763'
'PEI_Load_2021_01.csv', '1638', '2021', '1', '6', '6', '2021', '1', '6', '2', '166.88824934788593'
'PEI_Load_2021_01.csv', '1640', '2021', '1', '6', '7', '2021', '1', '6', '3', '176.26080291061646'
'PEI_Load_2021_01.csv', '1647', '2021', '1', '6', '8', '2021', '1', '6', '4', '191.0301768990635'
'PEI_Load_2021_01.csv', '1660', '2021', '1', '6', '9', '2021', '1', '6', '5', '211.81268169367664'
'PEI_Load_2021_01.csv', '1693', '2021', '1', '6', '10', '2021', '1', '6', '6', '227.23517636244006'
'PEI_Load_2021_01.csv', '1697', '2021', '1', '6', '11', '2021', '1', '6', '7', '228.78915600808202'
'PEI_Load_2021_01.csv', '1703', '2021', '1', '6', '12', '2021', '1', '6', '8', '228.88447331915225'
'PEI_Load_2021_01.csv', '1712', '2021', '1', '6', '13', '2021', '1', '6', '9', '227.5192834444688'
'PEI_Load_2021_01.csv', '1717', '2021', '1', '6', '14', '2021', '1', '6', '10', '224.93649178966228'
'PEI_Load_2021_01.csv', '1721', '2021', '1', '6', '15', '2021', '1', '6', '11', '222.35370013485579'
'PEI_Load_2021_01.csv', '1726', '2021', '1', '6', '16', '2021', '1', '6', '12', '220.93316472471219'
'PEI_Load_2021_01.csv', '1728', '2021', '1', '6', '17', '2021', '1', '6', '13', '224.87192199829215'
'PEI_Load_2021_01.csv', '1732', '2021', '1', '6', '18', '2021', '1', '6', '14', '235.9104865540846'
'PEI_Load_2021_01.csv', '1741', '2021', '1', '6', '19', '2021', '1', '6', '15', '248.6407796437754'
'PEI_Load_2021_01.csv', '1767', '2021', '1', '6', '20', '2021', '1', '6', '16', '240.94980004946265'
'PEI_Load_2021_01.csv', '1774', '2021', '1', '6', '21', '2021', '1', '6', '17', '233.71798341600444'
'PEI_Load_2021_01.csv', '1779', '2021', '1', '6', '22', '2021', '1', '6', '18', '227.64842302720913'
'PEI_Load_2021_01.csv', '1793', '2021', '1', '6', '23', '2021', '1', '6', '19', '213.4430689257733'
'PEI_Load_2021_01.csv', '1813', '2021', '1', '7', '0', '2021', '1', '6', '20', '193.03901485280184'
'PEI_Load_2021_01.csv', '1825', '2021', '1', '7', '1', '2021', '1', '6', '21', '180.38333574424993'
'PEI_Load_2021_01.csv', '1831', '2021', '1', '7', '2', '2021', '1', '6', '22', '173.92635660723366'
'PEI_Load_2021_01.csv', '1837', '2021', '1', '7', '3', '2021', '1', '6', '23', '167.5985170529577'
'PEI_Load_2021_01.csv', '1845', '2021', '1', '7', '4', '2021', '1', '7', '0', '164.37002748444957'
'PEI_Load_2021_01.csv', '1842', '2021', '1', '7', '5', '2021', '1', '7', '1', '165.83360942217325'
'PEI_Load_2021_01.csv', '1853', '2021', '1', '7', '6', '2021', '1', '7', '2', '168.60580579833226'
'PEI_Load_2021_01.csv', '1858', '2021', '1', '7', '7', '2021', '1', '7', '3', '175.25464945827702'
'PEI_Load_2021_01.csv', '1866', '2021', '1', '7', '8', '2021', '1', '7', '4', '188.8861577446788'
'PEI_Load_2021_01.csv', '1886', '2021', '1', '7', '9', '2021', '1', '7', '5', '210.59025814341882'
'PEI_Load_2021_01.csv', '1907', '2021', '1', '7', '10', '2021', '1', '7', '6', '226.09874803432524'
'PEI_Load_2021_01.csv', '1911', '2021', '1', '7', '11', '2021', '1', '7', '7', '232.81400633682216'
'PEI_Load_2021_01.csv', '1922', '2021', '1', '7', '12', '2021', '1', '7', '8', '233.13685529367294'
'PEI_Load_2021_01.csv', '1927', '2021', '1', '7', '13', '2021', '1', '7', '9', '231.97459904901'
'PEI_Load_2021_01.csv', '1936', '2021', '1', '7', '14', '2021', '1', '7', '10', '229.45637718557367'
'PEI_Load_2021_01.csv', '1942', '2021', '1', '7', '15', '2021', '1', '7', '11', '225.0656313724026'
'PEI_Load_2021_01.csv', '1943', '2021', '1', '7', '16', '2021', '1', '7', '12', '224.29079387596065'
'PEI_Load_2021_01.csv', '1944', '2021', '1', '7', '17', '2021', '1', '7', '13', '229.3014096862853'
'PEI_Load_2021_01.csv', '1952', '2021', '1', '7', '18', '2021', '1', '7', '14', '239.79747761885668'
'PEI_Load_2021_01.csv', '1965', '2021', '1', '7', '19', '2021', '1', '7', '15', '252.19668370993833'
'PEI_Load_2021_01.csv', '1982', '2021', '1', '7', '20', '2021', '1', '7', '16', '245.7279646108547'
'PEI_Load_2021_01.csv', '1993', '2021', '1', '7', '21', '2021', '1', '7', '17', '236.6881938190319'
'PEI_Load_2021_01.csv', '2003', '2021', '1', '7', '22', '2021', '1', '7', '18', '226.61530636528653'
'PEI_Load_2021_01.csv', '2013', '2021', '1', '7', '23', '2021', '1', '7', '19', '216.02586058057983'
'PEI_Load_2021_01.csv', '2024', '2021', '1', '8', '0', '2021', '1', '7', '20', '204.66157729943117'
'PEI_Load_2021_01.csv', '2037', '2021', '1', '8', '1', '2021', '1', '7', '21', '190.714502363476'
'PEI_Load_2021_01.csv', '2044', '2021', '1', '8', '2', '2021', '1', '7', '22', '182.44956906809514'
'PEI_Load_2021_01.csv', '2050', '2021', '1', '8', '3', '2021', '1', '7', '23', '176.38000867929983'
'PEI_Load_2021_01.csv', '2051', '2021', '1', '8', '4', '2021', '1', '8', '0', '175.90649687591863'
'PEI_Load_2021_01.csv', '2054', '2021', '1', '8', '5', '2021', '1', '8', '1', '175.33254317485057'
'PEI_Load_2021_01.csv', '2059', '2021', '1', '8', '6', '2021', '1', '8', '2', '179.2856492909572'
'PEI_Load_2021_01.csv', '2061', '2021', '1', '8', '7', '2021', '1', '8', '3', '186.1659192825112'
'PEI_Load_2021_01.csv', '2067', '2021', '1', '8', '8', '2021', '1', '8', '4', '194.6145177622338'
'PEI_Load_2021_01.csv', '2072', '2021', '1', '8', '9', '2021', '1', '8', '5', '209.8336175881812'
'PEI_Load_2021_01.csv', '2095', '2021', '1', '8', '10', '2021', '1', '8', '6', '223.74553785994593'
'PEI_Load_2021_01.csv', '2106', '2021', '1', '8', '11', '2021', '1', '8', '7', '230.16664489064547'
'PEI_Load_2021_01.csv', '2109', '2021', '1', '8', '12', '2021', '1', '8', '8', '240.84648838327038'
'PEI_Load_2021_01.csv', '2129', '2021', '1', '8', '13', '2021', '1', '8', '9', '242.49947504234657'
'PEI_Load_2021_01.csv', '2139', '2021', '1', '8', '14', '2021', '1', '8', '10', '232.81400633682216'
'PEI_Load_2021_01.csv', '2140', '2021', '1', '8', '15', '2021', '1', '8', '11', '235.06677461351447'
'PEI_Load_2021_01.csv', '2151', '2021', '1', '8', '16', '2021', '1', '8', '12', '227.39014386172846'
'PEI_Load_2021_01.csv', '2155', '2021', '1', '8', '17', '2021', '1', '8', '13', '228.98824619813996'
'PEI_Load_2021_01.csv', '2159', '2021', '1', '8', '18', '2021', '1', '8', '14', '239.25924551177113'
'PEI_Load_2021_01.csv', '2165', '2021', '1', '8', '19', '2021', '1', '8', '15', '247.432607103027'
'PEI_Load_2021_01.csv', '2186', '2021', '1', '8', '20', '2021', '1', '8', '16', '238.49614797739648'
'PEI_Load_2021_01.csv', '2191', '2021', '1', '8', '21', '2021', '1', '8', '17', '233.0722855023028'
'PEI_Load_2021_01.csv', '2199', '2021', '1', '8', '22', '2021', '1', '8', '18', '224.03251471048'
'PEI_Load_2021_01.csv', '2210', '2021', '1', '8', '23', '2021', '1', '8', '19', '212.92651059481202'
'PEI_Load_2021_01.csv', '2222', '2021', '1', '9', '0', '2021', '1', '8', '20', '199.7542731552988'
'PEI_Load_2021_01.csv', '2234', '2021', '1', '9', '1', '2021', '1', '8', '21', '187.35687321222753'
'PEI_Load_2021_01.csv', '2243', '2021', '1', '9', '2', '2021', '1', '8', '22', '178.83366075136604'
'PEI_Load_2021_01.csv', '2251', '2021', '1', '9', '3', '2021', '1', '8', '23', '170.82700662146584'
'PEI_Load_2021_01.csv', '2252', '2021', '1', '9', '4', '2021', '1', '9', '0', '170.05216912502388'
'PEI_Load_2021_01.csv', '2258', '2021', '1', '9', '5', '2021', '1', '9', '1', '168.0289823287588'
'PEI_Load_2021_01.csv', '2260', '2021', '1', '9', '6', '2021', '1', '9', '2', '169.57865732164268'
'PEI_Load_2021_01.csv', '2261', '2021', '1', '9', '7', '2021', '1', '9', '3', '171.9892628661288'
'PEI_Load_2021_01.csv', '2263', '2021', '1', '9', '8', '2021', '1', '9', '4', '178.31710242040472'
'PEI_Load_2021_01.csv', '2272', '2021', '1', '9', '9', '2021', '1', '9', '5', '187.7873384880286'
'PEI_Load_2021_01.csv', '2280', '2021', '1', '9', '10', '2021', '1', '9', '6', '199.67149137149087'
'PEI_Load_2021_01.csv', '2297', '2021', '1', '9', '11', '2021', '1', '9', '7', '208.85861373849173'
'PEI_Load_2021_01.csv', '2302', '2021', '1', '9', '12', '2021', '1', '9', '8', '209.31060227808288'
'PEI_Load_2021_01.csv', '2305', '2021', '1', '9', '13', '2021', '1', '9', '9', '210.4728585227458'
'PEI_Load_2021_01.csv', '2308', '2021', '1', '9', '14', '2021', '1', '9', '10', '209.86405763268428'
'PEI_Load_2021_01.csv', '2317', '2021', '1', '9', '15', '2021', '1', '9', '11', '202.8536231410666'
'PEI_Load_2021_01.csv', '2320', '2021', '1', '9', '16', '2021', '1', '9', '12', '200.52911065174075'
'PEI_Load_2021_01.csv', '2321', '2021', '1', '9', '17', '2021', '1', '9', '13', '202.38011133768543'
'PEI_Load_2021_01.csv', '2324', '2021', '1', '9', '18', '2021', '1', '9', '14', '213.4215456619833'
'PEI_Load_2021_01.csv', '2333', '2021', '1', '9', '19', '2021', '1', '9', '15', '228.47860605911123'
'PEI_Load_2021_01.csv', '2358', '2021', '1', '9', '20', '2021', '1', '9', '16', '227.90670219268978'
'PEI_Load_2021_01.csv', '2367', '2021', '1', '9', '21', '2021', '1', '9', '17', '218.86693140086697'
'PEI_Load_2021_01.csv', '2374', '2021', '1', '9', '22', '2021', '1', '9', '18', '211.50597518466842'
'PEI_Load_2021_01.csv', '2387', '2021', '1', '9', '23', '2021', '1', '9', '19', '198.46287732789554'
'PEI_Load_2021_01.csv', '2398', '2021', '1', '10', '0', '2021', '1', '9', '20', '187.09859404674688'
'PEI_Load_2021_01.csv', '2403', '2021', '1', '10', '1', '2021', '1', '9', '21', '181.93301073713386'
'PEI_Load_2021_01.csv', '2411', '2021', '1', '10', '2', '2021', '1', '9', '22', '173.92635660723366'
'PEI_Load_2021_01.csv', '2415', '2021', '1', '10', '3', '2021', '1', '9', '23', '170.05216912502388'
'PEI_Load_2021_01.csv', '2416', '2021', '1', '10', '4', '2021', '1', '10', '0', '167.43248044657727'
'PEI_Load_2021_01.csv', '2425', '2021', '1', '10', '5', '2021', '1', '10', '1', '165.94553039388154'
'PEI_Load_2021_01.csv', '2427', '2021', '1', '10', '6', '2021', '1', '10', '2', '168.17042091937915'
'PEI_Load_2021_01.csv', '2436', '2021', '1', '10', '7', '2021', '1', '10', '3', '173.45284480385249'
'PEI_Load_2021_01.csv', '2441', '2021', '1', '10', '8', '2021', '1', '10', '4', '179.35021908232736'
'PEI_Load_2021_01.csv', '2447', '2021', '1', '10', '9', '2021', '1', '10', '5', '188.69848998847428'
'PEI_Load_2021_01.csv', '2457', '2021', '1', '10', '10', '2021', '1', '10', '6', '202.27966943999846'
'PEI_Load_2021_01.csv', '2470', '2021', '1', '10', '11', '2021', '1', '10', '7', '213.33975725958106'
'PEI_Load_2021_01.csv', '2477', '2021', '1', '10', '12', '2021', '1', '10', '8', '221.6864789573641'
'PEI_Load_2021_01.csv', '2484', '2021', '1', '10', '13', '2021', '1', '10', '9', '226.19560272138048'
'PEI_Load_2021_01.csv', '2489', '2021', '1', '10', '14', '2021', '1', '10', '10', '229.48866208125878'
'PEI_Load_2021_01.csv', '2506', '2021', '1', '10', '15', '2021', '1', '10', '11', '221.32058347293318'
'PEI_Load_2021_01.csv', '2507', '2021', '1', '10', '16', '2021', '1', '10', '12', '221.22372878587794'
'PEI_Load_2021_01.csv', '2511', '2021', '1', '10', '17', '2021', '1', '10', '13', '222.32787221830773'
'PEI_Load_2021_01.csv', '2518', '2021', '1', '10', '18', '2021', '1', '10', '14', '232.06069210417024'
'PEI_Load_2021_01.csv', '2530', '2021', '1', '10', '19', '2021', '1', '10', '15', '244.91339185818498'
'PEI_Load_2021_01.csv', '2551', '2021', '1', '10', '20', '2021', '1', '10', '16', '238.75442714287712'
'PEI_Load_2021_01.csv', '2556', '2021', '1', '10', '21', '2021', '1', '10', '17', '232.81400633682216'
'PEI_Load_2021_01.csv', '2565', '2021', '1', '10', '22', '2021', '1', '10', '18', '223.77423554499936'
'PEI_Load_2021_01.csv', '2576', '2021', '1', '10', '23', '2021', '1', '10', '19', '212.4099522638507'
'PEI_Load_2021_01.csv', '2590', '2021', '1', '11', '0', '2021', '1', '10', '20', '197.42976066597294'
'PEI_Load_2021_01.csv', '2605', '2021', '1', '11', '1', '2021', '1', '10', '21', '182.06215031987418'
'PEI_Load_2021_01.csv', '2611', '2021', '1', '11', '2', '2021', '1', '10', '22', '175.99258993107887'
'PEI_Load_2021_01.csv', '2614', '2021', '1', '11', '3', '2021', '1', '10', '23', '172.6349607798304'
'PEI_Load_2021_01.csv', '2619', '2021', '1', '11', '4', '2021', '1', '11', '0', '168.76077329762063'
'PEI_Load_2021_01.csv', '2621', '2021', '1', '11', '5', '2021', '1', '11', '1', '170.05216912502388'
'PEI_Load_2021_01.csv', '2623', '2021', '1', '11', '6', '2021', '1', '11', '2', '171.16061721021168'
'PEI_Load_2021_01.csv', '2625', '2021', '1', '11', '7', '2021', '1', '11', '3', '180.9214173390013'
'PEI_Load_2021_01.csv', '2637', '2021', '1', '11', '8', '2021', '1', '11', '4', '198.4136812963754'
'PEI_Load_2021_01.csv', '2656', '2021', '1', '11', '9', '2021', '1', '11', '5', '220.7922851799045'
'PEI_Load_2021_01.csv', '2680', '2021', '1', '11', '10', '2021', '1', '11', '6', '234.1484486918055'
'PEI_Load_2021_01.csv', '2697', '2021', '1', '11', '11', '2021', '1', '11', '7', '229.58551676831402'
